"chr","tss","refseq_id","gene_symbol"
"chr7",56019611,"NM_015969","MRPS17"
"chr17",73257749,"NM_015971","MRPS7"
"chr11",68451943,"NM_015973","GAL"
"chrX",77395179,"NM_015975","TAF9B"
"chr1",74701071,"NM_015978","TNNI3K"
"chr5",173472607,"NM_015980","NSG2"
"chr17",7197876,"NM_015982","YBX2"
"chr7",43966035,"NM_015983","UBE2D4"
"chr17",29151778,"NM_015986","CRLF3"
"chr12",13153243,"NM_015987","HEBP1"
"chr16",57318584,"NM_015993","PLLP"
"chr14",67826720,"NM_015994","ATP6V1D"
"chr17",49337897,"NM_016001","UTP18"
"chr1",246887378,"NM_016002","SCCPDH"
"chr15",41694658,"NM_016013","NDUFAF1"
"chr6",90062619,"NM_016021","UBE2J1"
"chrX",129535943,"NM_016024","RBMX2"
"chr8",71581447,"NM_016027","LACTB2"
"chr1",38478384,"NM_016037","UTP11"
"chr7",66460588,"NM_016038","SBDS"
"chr14",52456228,"NM_016039","RTRAF"
"chr2",96068448,"NM_016044","FAHD2A"
"chr2",24299314,"NM_016047","SF3B6"
"chr5",128430442,"NM_016048","ISOC1"
"chr11",66206319,"NM_016050","MRPL11"
"chr1",218458629,"NM_016052","RRP15"
"chr6",36842800,"NM_016059","PPIL1"
"chr17",6554954,"NM_016060","MED31"
"chr16",66968326,"NM_016062","CIAO2B"
"chr6",125623282,"NM_016063","HDDC2"
"chr7",100888371,"NM_016068","FIS1"
"chr16",4401373,"NM_016069","PAM16"
"chr17",55927433,"NM_016070","MRPS23"
"chr7",140714479,"NM_016071","MRPS33"
"chr12",21654699,"NM_016072","GOLT1B"
"chr15",83876770,"NM_016073","HDGFL3"
"chr7",120965421,"NM_016087","WNT16"
"chr3",48282596,"NM_016089","ZNF589"
"chr3",149470286,"NM_016094","COMMD2"
"chr16",85722588,"NM_016095","GINS2"
"chr18",44702745,"NM_016097","IER3IP1"
"chr20",19997934,"NM_016100","NAA20"
"chr5",32444844,"NM_016107","ZFR"
"chr17",16318856,"NM_016113","TRPV2"
"chr7",95115213,"NM_016116","ASB4"
"chrX",73834461,"NM_016120","RLIM"
"chr17",58042117,"NM_016125","RNFT1"
"chr3",128968453,"NM_016128","COPG1"
"chr2",26256729,"NM_016131","RAB10"
"chr8",97657455,"NM_016134","CPQ"
"chr11",43702143,"NM_016142","HSD17B12"
"chr19",12780465,"NM_016145","WDR83OS"
"chr19",51220195,"NM_016148","SHANK1"
"chrX",148676974,"NM_016153","HSFX1"
"chrX",148855726,"NM_016153","HSFX1"
"chr19",41284124,"NM_016154","RAB4B"
"chr3",137851229,"NM_016161","A4GNT"
"chr9",138853226,"NM_016172","UBAC1"
"chr1",1167447,"NM_016176","SDF4"
"chr1",19578075,"NM_016183","MRTO4"
"chr12",8276228,"NM_016184","CLEC4A"
"chr7",100254084,"NM_016188","ACTL6B"
"chr1",152386750,"NM_016190","CRNN"
"chr19",2328614,"NM_016199","LSM7"
"chr7",117824086,"NM_016200","LSM8"
"chr10",48416872,"NM_016204","GDF2"
"chr4",157892546,"NM_016205","PDGFC"
"chr8",145653946,"NM_016208","VPS28"
"chr9",139557379,"NM_016215","EGFL7"
"chr3",137893791,"NM_016216","DBR1"
"chr6",139456249,"NM_016217","HECA"
"chr9",139981379,"NM_016219","MAN1B1"
"chr6",158244203,"NM_016224","SNX9"
"chr6",84569370,"NM_016230","CYB5R4"
"chr17",26369688,"NM_016231","NLK"
"chr1",17575593,"NM_016233","PADI3"
"chr17",18012020,"NM_016239","MYO15A"
"chr8",27491577,"NM_016240","SCARA3"
"chr1",202936404,"NM_016243","CYB5R1"
"chr4",88312455,"NM_016245","HSD17B11"
"chr19",49339934,"NM_016246","HSD17B14"
"chr3",101039419,"NM_016247","IMPG2"
"chr13",42846289,"NM_016248","AKAP11"
"chrX",141293076,"NM_016249","MAGEC2"
"chr6",17600518,"NM_016255","FAM8A1"
"chr16",5083942,"NM_016256","NAGPA"
"chr6",112408751,"NM_016262","TUBE1"
"chrX",135614311,"NM_016267","VGLL1"
"chr22",41843027,"NM_016272","TOB2"
"chr3",150321066,"NM_016275","SELENOT"
"chr5",27038689,"NM_016279","CDH9"
"chr2",70485231,"NM_016297","PCYOX1"
"chr3",121312170,"NM_016298","FBXO40"
"chr15",55489231,"NM_016304","RSL24D1"
"chr9",132427920,"NM_016307","PRRX2"
"chr16",103632,"NM_016310","POLR3K"
"chr1",28562602,"NM_016311","ATP5IF1"
"chr12",14956401,"NM_016312","WBP11"
"chr9",123964365,"NM_016322","RAB14"
"chr4",89378268,"NM_016323","HERC5"
"chr22",24891251,"NM_016327","UPB1"
"chr16",2802330,"NM_016333","SRRM2"
"chr1",214776532,"NM_016343","CENPF"
"chr2",73928467,"NM_016347","NAT8B"
"chr14",51297839,"NM_016350","NIN"
"chr20",61273797,"NM_016354","SLCO4A1"
"chr12",12966280,"NM_016355","DDX47"
"chr17",61678231,"NM_016360","TACO1"
"chrX",103087212,"NM_016370","RAB9B"
"chrX",8139308,"NM_016378","VCX2"
"chrX",6453159,"NM_016379","VCX3A"
"chr9",131592100,"NM_016390","SPOUT1"
"chr15",44719579,"NM_016396","CTDSPL2"
"chr12",120884215,"NM_016399","TRIAP1"
"chr1",161123534,"NM_016406","UFC1"
"chr14",96001323,"NM_016417","GLRX5"
"chr11",10562774,"NM_016422","RNF141"
"chr22",46692638,"NM_016426","GTSE1"
"chr18",44561988,"NM_016427","ELOA2"
"chr17",46115168,"NM_016429","COPZ2"
"chr12",110318293,"NM_016433","GLTP"
"chr20",34359923,"NM_016436","PHF20"
"chr2",36583370,"NM_016441","CRIM1"
"chr14",67878828,"NM_016445","PLEK2"
"chr22",23974508,"NM_016449","DRICH1"
"chr3",48723366,"NM_016453","NCKIPSD"
"chr8",145192672,"NM_016458","HGH1"
"chr8",145437880,"NM_016458","HGH1"
"chr5",138725605,"NM_016459","MZB1"
"chr2",97523756,"NM_016466","ANKRD39"
"chr20",42839546,"NM_016470","OSER1"
"chr1",46153847,"NM_016486","TMEM69"
"chr2",85822837,"NM_016494","RNF181"
"chr12",6602471,"NM_016497","MRPL51"
"chr17",48450562,"NM_016504","MRPL27"
"chr2",238969565,"NM_016510","SCLY"
"chr8",7321192,"NM_016512","SPAG11B"
"chr17",27369918,"NM_016518","PIPOX"
"chr4",71457975,"NM_016519","AMBN"
"chr9",132597572,"NM_016520","C9orf78"
"chrX",132352376,"NM_016521","TFDP3"
"chr15",63481728,"NM_016530","RAB8B"
"chr4",38665790,"NM_016531","KLF3"
"chr19",56154986,"NM_016535","ZNF581"
"chr17",79876058,"NM_016538","SIRT7"
"chr16",850733,"NM_016541","GNG13"
"chr1",181057638,"NM_016545","IER5"
"chr12",27167339,"NM_016551","TM7SF3"
"chr3",132316081,"NM_016557","ACKR4"
"chrX",12885202,"NM_016562","TLR7"
"chr11",790126,"NM_016564","CEND1"
"chr11",73587890,"NM_016565","COA4"
"chr10",127512104,"NM_016567","BCCIP"
"chr5",33936491,"NM_016568","RXFP3"
"chr12",29534143,"NM_016570","ERGIC2"
"chr11",77531880,"NM_016578","RSF1"
"chr5",141338627,"NM_016580","PCDH12"
"chr11",60719257,"NM_016582","SLC15A3"
"chr12",56732663,"NM_016584","IL23A"
"chr19",376013,"NM_016585","THEG"
"chr3",119217368,"NM_016589","TIMMDC1"
"chr4",120056939,"NM_016599","MYOZ2"
"chr17",40833845,"NM_016602","CCR10"
"chr5",137688285,"NM_016604","KDM3B"
"chrX",100878120,"NM_016607","ARMCX3"
"chrX",100805514,"NM_016608","ARMCX1"
"chrX",12924739,"NM_016610","TLR8"
"chr6",24667115,"NM_016614","TDP2"
"chr7",37888199,"NM_016616","NME8"
"chr1",91487065,"NM_016620","ZNF644"
"chr18",48724051,"NM_016626","MEX3C"
"chr10",28822421,"NM_016628","WAC"
"chr16",3070313,"NM_016639","TNFRSF12A"
"chr5",44809027,"NM_016640","MRPS30"
"chr15",42186275,"NM_016642","SPTBN5"
"chr2",173940565,"NM_016653","MAP3K20"
"chr9",91793682,"NM_016848","SHC3"
"chr2",45236542,"NM_016932","SIX2"
"chr11",65640405,"NM_016938","EFEMP2"
"chr19",39989557,"NM_016941","DLL3"
"chr7",141463897,"NM_016943","TAS2R3"
"chr7",141478289,"NM_016944","TAS2R4"
"chr7",122635754,"NM_016945","TAS2R16"
"chr12",54378946,"NM_017409","HOXC10"
"chr12",54332576,"NM_017410","HOXC13"
"chr5",69345350,"NM_017411","SMN2"
"chr5",70220768,"NM_017411","SMN2"
"chr8",28351722,"NM_017412","FZD3"
"chrX",128788933,"NM_017413","APLN"
"chr22",18632758,"NM_017414","USP18"
"chrX",103810996,"NM_017416","IL1RAPL2"
"chr12",4829752,"NM_017417","GALNT8"
"chr9",117904097,"NM_017418","DELEC1"
"chr4",156787425,"NM_017419","ASIC5"
"chr14",61190852,"NM_017420","SIX4"
"chr6",99842082,"NM_017421","COQ3"
"chr10",5541533,"NM_017422","CALML5"
"chr11",124543740,"NM_017425","SPA17"
"chr16",81272296,"NM_017429","BCO1"
"chr2",219696512,"NM_017431","PRKAG3"
"chr15",45422192,"NM_017434","DUOX1"
"chr3",52260179,"NM_017442","TLR9"
"chr8",141521397,"NM_017444","CHRAC1"
"chr21",26979801,"NM_017446","MRPL39"
"chr1",248402231,"NM_017504","OR2M4"
"chr5",177019213,"NM_017510","TMED9"
"chrX",153686621,"NM_017514","PLXNA3"
"chr11",107729914,"NM_017515","SLC35F2"
"chr11",107799201,"NM_017516","RAB39A"
"chr13",20207788,"NM_017520","MPHOSPH8"
"chr2",219850379,"NM_017521","FEV"
"chr11",64612041,"NM_017525","CDC42BPG"
"chr17",10372876,"NM_017533","MYH4"
"chr3",186262167,"NM_017541","CRYGS"
"chr20",7921093,"NM_017545","HAO1"
"chr2",101869345,"NM_017546","CNOT11"
"chr11",126138935,"NM_017547","FOXRED1"
"chr10",88126250,"NM_017551","GRID1"
"chr15",41408444,"NM_017553","INO80"
"chr3",122399672,"NM_017554","PARP14"
"chr17",33448631,"NM_017559","FNDC8"
"chr9",97090926,"NM_017561","NUTM2F"
"chr12",103981069,"NM_017564","STAB2"
"chr8",145115606,"NM_017570","OPLAH"
"chr19",2051243,"NM_017572","MKNK2"
"chr10",126630692,"NM_017580","ZRANB1"
"chr4",40337346,"NM_017581","CHRNA9"
"chr1",154531120,"NM_017582","UBE2Q1"
"chr11",35684300,"NM_017583","TRIM44"
"chr22",50925213,"NM_017584","MIOX"
"chr22",41697507,"NM_017590","ZC3H7B"
"chr4",79697532,"NM_017593","BMP2K"
"chr9",93405387,"NM_017594","DIRAS2"
"chr21",34961014,"NM_017613","DONSON"
"chr9",139440238,"NM_017617","NOTCH1"
"chr1",104068578,"NM_017619","RNPC3"
"chr7",102105321,"NM_017621","ALKBH4"
"chr17",8093564,"NM_017622","BORCS6"
"chr2",97481991,"NM_017623","CNNM3"
"chr1",160854960,"NM_017625","ITLN1"
"chr1",36273828,"NM_017629","AGO4"
"chr6",82462428,"NM_017633","TENT5A"
"chr8",25315984,"NM_017634","KCTD9"
"chr17",49337427,"NM_017643","MBTD1"
"chr17",61905031,"NM_017647","FTSJ3"
"chr10",104678075,"NM_017649","CNNM2"
"chrX",129402922,"NM_017666","ZNF280C"
"chr11",63753325,"NM_017670","OTUB1"
"chr20",6104191,"NM_017671","FERMT1"
"chrX",63615333,"NM_017677","MTMR8"
"chrX",106449670,"NM_017681","NUP62CL"
"chr19",12863407,"NM_017682","BEST2"
"chr11",94227153,"NM_017704","ANKRD49"
"chr5",140044384,"NM_017706","WDR55"
"chr19",49116694,"NM_017708","FAM83E"
"chr1",118148604,"NM_017709","TENT5C"
"chr9",140172280,"NM_017723","TOR4A"
"chr19",55591760,"NM_017729","EPS8L1"
"chr1",100111431,"NM_017734","PALMD"
"chr18",60190658,"NM_017742","ZCCHC2"
"chr17",36981603,"NM_017748","CWC25"
"chr2",85581821,"NM_017750","RETSAT"
"chrX",106045919,"NM_017752","TBC1D8B"
"chr9",103947317,"NM_017753","PLPPR1"
"chr6",34759794,"NM_017754","BLTP3A"
"chr17",18086867,"NM_017758","ALKBH5"
"chr2",206950906,"NM_017759","INO80D"
"chr1",24286301,"NM_017761","PNRC2"
"chr15",31283807,"NM_017762","MTMR10"
"chr1",70671361,"NM_017768","LRRC40"
"chr6",11044624,"NM_017770","ELOVL2"
"chr6",37225480,"NM_017772","TBC1D22B"
"chr6",20534688,"NM_017774","CDKAL1"
"chr8",38239790,"NM_017778","NSD3"
"chr7",1022835,"NM_017781","CYP2W1"
"chr2",97535735,"NM_017789","SEMA4C"
"chr15",75249775,"NM_017793","RPP25"
"chr19",2015702,"NM_017797","BTBD2"
"chr20",61847538,"NM_017798","YTHDF1"
"chr14",57046511,"NM_017799","TMEM260"
"chr3",32544403,"NM_017801","CMTM6"
"chr7",766338,"NM_017802","DNAAF5"
"chr19",49243970,"NM_017805","RASIP1"
"chr14",20923267,"NM_017807","OSGEP"
"chr9",33817182,"NM_017811","UBE2R2"
"chr8",57906430,"NM_017813","BPNT2"
"chr13",111214084,"NM_017817","RAB20"
"chr1",3566671,"NM_017818","WRAP73"
"chr3",101280680,"NM_017819","TRMT10C"
"chr12",49076035,"NM_017822","KANSL2"
"chr10",94050920,"NM_017824","MARCHF5"
"chr1",36554453,"NM_017825","ADPRS"
"chr22",17646177,"NM_017829","HDHD5"
"chr18",29598445,"NM_017831","RNF125"
"chr16",55542913,"NM_017839","LPCAT2"
"chr11",59578345,"NM_017840","MRPL16"
"chr11",61197597,"NM_017841","SDHAF2"
"chr12",48166967,"NM_017842","SLC48A1"
"chr1",28879529,"NM_017846","TRNAU1AP"
"chr19",47551882,"NM_017854","TMEM160"
"chr11",67070919,"NM_017857","SSH3"
"chr1",151020259,"NM_017860","C1orf56"
"chr8",95835518,"NM_017864","INTS8"
"chr4",170679093,"NM_017867","HPF1"
"chr11",60691913,"NM_017870","TMEM132A"
"chr2",26987142,"NM_017877","SLC35F6"
"chr11",63330855,"NM_017878","PLAAT2"
"chr20",61569441,"NM_017896","GID8"
"chr10",102295641,"NM_017902","HIF1AN"
"chr6",10695188,"NM_017906","PAK1IP1"
"chr11",71814433,"NM_017907","LAMTOR1"
"chr2",29093175,"NM_017910","TRMT61B"
"chr9",4679553,"NM_017913","CDC37L1"
"chr19",1275520,"NM_017914","FAM174C"
"chr19",49955115,"NM_017916","PIH1D1"
"chr4",110481355,"NM_017918","MCUB"
"chr9",102668915,"NM_017919","STX17"
"chr14",45553302,"NM_017922","PRPF39"
"chr14",23564683,"NM_017924","C14orf119"
"chr22",46663861,"NM_017931","TTC38"
"chr6",79788011,"NM_017934","PHIP"
"chr14",55738021,"NM_017943","FBXO34"
"chr7",30066417,"NM_017946","FKBP14"
"chr18",33767480,"NM_017947","MOCOS"
"chr2",86333305,"NM_017952","PTCD3"
"chr14",105487425,"NM_017955","CDCA4"
"chr8",125463048,"NM_017956","TRMT12"
"chr17",48610048,"NM_017957","EPN3"
"chr11",60928916,"NM_017966","VPS37C"
"chr14",90798481,"NM_017970","NRDE2"
"chr7",66386203,"NM_017994","TMEM248"
"chr9",77567802,"NM_017998","C9orf40"
"chr3",62359190,"NM_018008","FEZF2"
"chr3",107941417,"NM_018010","IFT57"
"chr13",107220514,"NM_018011","ARGLU1"
"chr1",245318287,"NM_018012","KIF26B"
"chr6",107811317,"NM_018013","SOBP"
"chr17",17380300,"NM_018019","MED9"
"chr19",33571786,"NM_018025","GPATCH1"
"chr11",65837824,"NM_018026","PACS1"
"chr3",73110810,"NM_018029","EBLN2"
"chr14",96829678,"NM_018036","ATG2B"
"chr11",94706845,"NM_018039","KDM4D"
"chr5",150080669,"NM_018047","RBM22"
"chr1",28285973,"NM_018053","XKR8"
"chr7",4923335,"NM_018059","RADIL"
"chr1",220267455,"NM_018060","IARS2"
"chr6",88411985,"NM_018064","AKIRIN2"
"chr1",27216869,"NM_018066","GPN2"
"chr1",236767841,"NM_018072","HEATR1"
"chr19",4247111,"NM_018074","YJU2"
"chr2",45838433,"NM_018079","SRBD1"
"chr19",7581004,"NM_018083","ZNF358"
"chr1",201798288,"NM_018085","IPO9"
"chrX",51486481,"NM_018094","GSPT2"
"chr8",42698474,"NM_018105","THAP1"
"chr10",30638267,"NM_018109","MTPAP"
"chr19",49622397,"NM_018111","C19orf73"
"chr9",108456806,"NM_018112","TMEM38B"
"chr10",122610687,"NM_018117","WDR11"
"chr4",41937137,"NM_018126","TMEM33"
"chr17",2240678,"NM_018128","TSR1"
"chr17",46018889,"NM_018129","PNPO"
"chr3",72897598,"NM_018130","SHQ1"
"chr6",49431096,"NM_018132","CENPQ"
"chr1",107599267,"NM_018137","PRMT6"
"chr5",612405,"NM_018140","CEP72"
"chr6",42185633,"NM_018141","MRPS10"
"chr17",40021684,"NM_018143","KLHL11"
"chr17",57287371,"NM_018149","SMG8"
"chr19",14247440,"NM_018154","ASF1B"
"chr2",27886338,"NM_018158","SLC4A1AP"
"chrX",51239459,"NM_018159","NUDT11"
"chr11",71164217,"NM_018161","NADSYN1"
"chr15",41099676,"NM_018163","DNAJC17"
"chr12",27091254,"NM_018164","INTS13"
"chr12",32112353,"NM_018169","RESF1"
"chr4",25032414,"NM_018176","LGI2"
"chr1",150669672,"NM_018178","GOLPH3L"
"chr10",127569884,"NM_018180","DHX32"
"chr3",5163930,"NM_018184","ARL8B"
"chr4",122791652,"NM_018190","BBS7"
"chr1",6761966,"NM_018198","DNAJC11"
"chr16",46723144,"NM_018206","VPS35"
"chr6",53659778,"NM_018214","LRRC1"
"chr1",2458067,"NM_018216","PANK4"
"chr11",66360554,"NM_018219","CCDC87"
"chr11",12399026,"NM_018222","PARVA"
"chr9",33076714,"NM_018225","SMU1"
"chr2",241508004,"NM_018226","RNPEPL1"
"chr4",68566889,"NM_018227","UBA6"
"chr14",74815166,"NM_018228","VRTN"
"chr14",57735606,"NM_018229","AP5M1"
"chr1",229644088,"NM_018230","NUP133"
"chr4",148538539,"NM_018241","TMEM184C"
"chr17",19437167,"NM_018242","SLC47A1"
"chr4",178230991,"NM_018248","NEIL3"
"chr7",66461792,"NM_018264","TYW1"
"chr3",119182529,"NM_018266","TMEM39A"
"chr5",76788332,"NM_018268","WDR41"
"chr20",61427805,"NM_018270","MRGBP"
"chr12",72079878,"NM_018279","TMEM19"
"chr15",75932664,"NM_018285","IMP3"
"chr6",170124106,"NM_018288","PHF10"
"chr4",37828282,"NM_018290","PGM2"
"chr6",107077441,"NM_018292","QRSL1"
"chr7",134832766,"NM_018295","TMEM140"
"chr6",693141,"NM_018303","EXOC2"
"chr17",57232860,"NM_018304","PRR11"
"chr8",37707431,"NM_018310","BRF2"
"chr5",34915820,"NM_018321","BRIX1"
"chr4",25235653,"NM_018323","PI4K2B"
"chr9",79009444,"NM_018339","RFK"
"chr4",159131401,"NM_018342","TMEM144"
"chr17",48556161,"NM_018346","RSAD1"
"chr12",95611240,"NM_018351","FGD6"
"chr4",164415673,"NM_018352","TMA16"
"chr14",45722605,"NM_018353","MIS18BP1"
"chr5",31532373,"NM_018356","C5orf22"
"chr4",186347139,"NM_018359","UFSP2"
"chr8",6565878,"NM_018361","AGPAT5"
"chr11",27528326,"NM_018362","LIN7C"
"chr1",114355098,"NM_018364","RSBN1"
"chr15",56757335,"NM_018365","MNS1"
"chr4",6717842,"NM_018366","BLOC1S4"
"chr12",102271105,"NM_018370","DRAM1"
"chr14",70883807,"NM_018373","SYNJ2BP"
"chr9",107526022,"NM_018376","NIPSNAP3B"
"chr16",67193891,"NM_018378","FBXL8"
"chr16",68057770,"NM_018380","DDX28"
"chr7",150434436,"NM_018384","GIMAP5"
"chr3",194393206,"NM_018385","LSG1"
"chr7",128116783,"NM_018396","METTL2B"
"chr3",53880420,"NM_018397","CHDH"
"chr3",54156693,"NM_018398","CACNA2D3"
"chr12",68619571,"NM_018402","IL26"
"chr8",98787809,"NM_018407","LAPTM4B"
"chr12",8185359,"NM_018416","FOXJ2"
"chr20",62680979,"NM_018419","SOX18"
"chr1",116519119,"NM_018420","SLC22A15"
"chr12",10826891,"NM_018423","STYK1"
"chr10",99400443,"NM_018425","PI4K2A"
"chr17",30228729,"NM_018428","UTP6"
"chr5",70751442,"NM_018429","BDP1"
"chr2",3705786,"NM_018436","ALLC"
"chr9",100707197,"NM_018437","HEMGN"
"chr1",11724150,"NM_018438","FBXO6"
"chr18",22006609,"NM_018439","IMPACT"
"chr2",216946539,"NM_018441","PECR"
"chr15",101817725,"NM_018445","SELENOS"
"chr13",25497027,"NM_018451","CENPJ"
"chr6",157745291,"NM_018452","TMEM242"
"chr2",143886899,"NM_018460","ARHGAP15"
"chr3",10157333,"NM_018462","BRK1"
"chr12",2921787,"NM_018463","ITFG2"
"chr10",60028862,"NM_018464","CISD1"
"chr9",5437937,"NM_018465","PLGRKT"
"chr19",17326155,"NM_018467","USE1"
"chr2",187350885,"NM_018471","ZC3H15"
"chr4",56262080,"NM_018475","TMEM165"
"chrX",102319168,"NM_018476","BEX1"
"chr14",58666833,"NM_018477","ACTR10"
"chr7",150497854,"NM_018487","TMEM176A"
"chr17",48474914,"NM_018509","LRRC59"
"chr10",13203554,"NM_018518","MCM10"
"chr2",142889270,"NM_018557","LRP1B"
"chrX",151806637,"NM_018558","GABRQ"
"chr1",20812728,"NM_018584","CAMK2N1"
"chr6",111408781,"NM_018593","SLC16A10"
"chr15",34635362,"NM_018648","NOP10"
"chr10",71812357,"NM_018649","MACROH2A2"
"chr15",72947038,"NM_018652","GOLGA6B"
"chr12",13103318,"NM_018654","GPRC5D"
"chr4",5021197,"NM_018659","CYTL1"
"chr8",28243977,"NM_018660","ZNF395"
"chr8",7738726,"NM_018661","DEFB103B"
"chr8",7287870,"NM_018661","DEFB103B"
"chr12",133264192,"NM_018663","PXMP2"
"chr1",212873327,"NM_018664","BATF3"
"chr6",74104285,"NM_018665","DDX43"
"chr16",68482409,"NM_018667","SMPD3"
"chr15",90294540,"NM_018670","MESP1"
"chr17",67311774,"NM_018672","ABCA5"
"chr13",52980629,"NM_018676","THSD1"
"chr20",48552914,"NM_018683","RNF114"
"chr12",22199110,"NM_018686","CMAS"
"chr19",11350295,"NM_018687","ANGPTL8"
"chr16",28505970,"NM_018690","APOBR"
"chr18",48494387,"NM_018696","ELAC1"
"chr7",55433141,"NM_018697","LANCL2"
"chr10",1779670,"NM_018702","ADARB2"
"chr1",112938800,"NM_018704","CTTNBP2NL"
"chr10",12110916,"NM_018706","DHTKD1"
"chr19",4791728,"NM_018708","FEM1A"
"chr8",92053203,"NM_018710","PIP4P2"
"chr12",109459045,"NM_018711","SVOP"
"chr17",71189173,"NM_018714","COG1"
"chr4",141075233,"NM_018717","MAML3"
"chr3",53880577,"NM_018725","IL17RB"
"chr17",3500336,"NM_018727","TRPV1"
"chr15",52587995,"NM_018728","MYO5C"
"chr1",68299155,"NM_018841","GNG12"
"chr7",98030427,"NM_018842","BAIAP2L1"
"chr7",87505692,"NM_018843","SLC25A40"
"chr2",196933536,"NM_018897","DNAH7"
"chr5",140306302,"NM_018898","PCDHAC1"
"chr5",140345747,"NM_018899","PCDHAC2"
"chr5",140165721,"NM_018900","PCDHA1"
"chr5",140235468,"NM_018901","PCDHA10"
"chr5",140247098,"NM_018902","PCDHA11"
"chr5",140254887,"NM_018903","PCDHA12"
"chr5",140261854,"NM_018904","PCDHA13"
"chr5",140174444,"NM_018905","PCDHA2"
"chr5",140180783,"NM_018906","PCDHA3"
"chr5",140186659,"NM_018907","PCDHA4"
"chr5",140201361,"NM_018908","PCDHA5"
"chr5",140207507,"NM_018909","PCDHA6"
"chr5",140213969,"NM_018910","PCDHA7"
"chr5",140220907,"NM_018911","PCDHA8"
"chr5",140710252,"NM_018912","PCDHGA1"
"chr5",140792743,"NM_018913","PCDHGA10"
"chr5",140800537,"NM_018914","PCDHGA11"
"chr5",140718327,"NM_018915","PCDHGA2"
"chr5",140723601,"NM_018916","PCDHGA3"
"chr5",140734592,"NM_018917","PCDHGA4"
"chr5",140743898,"NM_018918","PCDHGA5"
"chr5",140753651,"NM_018919","PCDHGA6"
"chr5",140762306,"NM_018920","PCDHGA7"
"chr5",140782520,"NM_018921","PCDHGA9"
"chr5",140729828,"NM_018922","PCDHGB1"
"chr5",140739703,"NM_018923","PCDHGB2"
"chr5",140749831,"NM_018924","PCDHGB3"
"chr5",140777695,"NM_018925","PCDHGB5"
"chr5",140797260,"NM_018927","PCDHGB7"
"chr5",140868808,"NM_018929","PCDHGC5"
"chr5",140571952,"NM_018930","PCDHB10"
"chr5",140579348,"NM_018931","PCDHB11"
"chr5",140588291,"NM_018932","PCDHB12"
"chr5",140593491,"NM_018933","PCDHB13"
"chr5",140601898,"NM_018934","PCDHB14"
"chr5",140624917,"NM_018935","PCDHB15"
"chr5",140474191,"NM_018936","PCDHB2"
"chr5",140479826,"NM_018937","PCDHB3"
"chr5",140501332,"NM_018938","PCDHB4"
"chr5",140552202,"NM_018940","PCDHB7"
"chr21",33651376,"NM_018944","MIS18A"
"chr6",136172834,"NM_018945","PDE7B"
"chr9",100818959,"NM_018946","NANS"
"chr7",25164980,"NM_018947","CYCS"
"chr1",8086393,"NM_018948","ERRFI1"
"chr7",27213955,"NM_018951","HOXA10"
"chr12",54426832,"NM_018953","HOXC5"
"chr15",24920541,"NM_018958","NPAP1"
"chr2",946554,"NM_018968","SNTG2"
"chrX",53078506,"NM_018969","GPR173"
"chr3",71803201,"NM_018971","GPR27"
"chr1",155112883,"NM_018973","DPM3"
"chr16",75681635,"NM_018975","TERF2IP"
"chr7",141490017,"NM_018980","TAS2R5"
"chr1",54355487,"NM_018982","YIPF1"
"chr4",110736666,"NM_018983","GAR1"
"chr5",145583163,"NM_018989","RBM27"
"chrX",128913892,"NM_018990","SASH3"
"chr16",2732495,"NM_018992","KCTD5"
"chr1",16678986,"NM_018994","FBXO42"
"chr1",150266262,"NM_018997","MRPS21"
"chr9",139839206,"NM_018998","FBXW5"
"chr2",67624442,"NM_019002","ETAA1"
"chrX",57164058,"NM_019003","SPIN2A"
"chr7",91875548,"NM_019004","ANKIB1"
"chr17",39041495,"NM_019010","KRT20"
"chr17",38860002,"NM_019016","KRT24"
"chr5",14581891,"NM_019018","OTULINL"
"chr2",37311488,"NM_019024","HEATR5B"
"chr12",122231594,"NM_019034","RHOF"
"chr8",145133522,"NM_019037","EXOSC4"
"chr10",26727266,"NM_019043","APBB1IP"
"chr2",118771739,"NM_019044","CCDC93"
"chr9",104160919,"NM_019051","MRPL50"
"chr10",74033677,"NM_019058","DDIT4"
"chr7",22862471,"NM_019059","TOMM7"
"chr1",152486978,"NM_019060","CRCT1"
"chr1",20141771,"NM_019062","RNF186"
"chr15",23892993,"NM_019066","MAGEL2"
"chr3",122134882,"NM_019069","WDR5B"
"chr19",19030484,"NM_019070","DDX49"
"chr7",120590817,"NM_019071","ING3"
"chr5",65017941,"NM_019072","SGTB"
"chr15",41221531,"NM_019074","DLL4"
"chr2",234545123,"NM_019075","UGT1A10"
"chr2",234526291,"NM_019076","UGT1A8"
"chr2",234590584,"NM_019077","UGT1A7"
"chr2",234621638,"NM_019078","UGT1A5"
"chr12",118541810,"NM_019086","VSIG10"
"chr5",53606403,"NM_019087","ARL15"
"chr1",6479979,"NM_019089","HES2"
"chr1",232940638,"NM_019090","MAP10"
"chr2",179345199,"NM_019091","PLEKHA3"
"chr2",234637773,"NM_019093","UGT1A3"
"chr8",87755903,"NM_019098","CNGB3"
"chr1",112282046,"NM_019099","INKA2"
"chr7",27183287,"NM_019102","HOXA5"
"chr19",4670415,"NM_019107","MYDGF"
